Date;CPI Total;Nahrungsmittel und alkoholfreie Getränke;Nahrungsmittel;Brot, Mehl und Getreideprodukte;Fleisch, Fleischwaren;Milch, Käse, Eier;Früchte, Gemüse, Kartoffeln und Pilze
31.05.2003;95.5757;100.2902;99.7824;102.1674;90.9138;102.6845;104.6573
30.06.2003;95.5776;100.7895;100.3316;101.7277;91.6861;102.5569;107.3869
31.07.2003;94.8114;100.0105;99.4945;100.7575;91.9131;102.3591;104.2503
31.08.2003;95.0321;100.355;99.8776;102.2769;91.6667;102.5202;104.4809
30.09.2003;95.1698;100.7385;100.2916;101.9388;90.8236;102.7503;108.0154
31.10.2003;95.6525;100.8116;100.3475;101.7477;90.8759;102.7394;108.2171
30.11.2003;95.5322;100.5361;100.1411;102.0502;91.9074;102.822;105.3479
31.12.2003;95.5507;100.6836;100.2269;102.3336;92.45;103.0988;104.7044
31.01.2004;95.2266;101.2015;100.7657;101.9009;92.8052;103.2507;106.508
29.02.2004;95.2425;100.8741;100.424;102.3122;92.3656;103.1052;105.1143
31.03.2004;95.4465;101.0165;100.6723;101.9975;92.7909;103.324;106.5081
30.04.2004;96.2516;101.3288;101.0298;102.11;93.4885;103.3245;107.1971
31.05.2004;96.4741;101.1078;100.773;102.2827;93.4928;103.3956;105.6051
30.06.2004;96.6405;101.7593;101.4777;101.7513;93.9619;103.52;109.0346
31.07.2004;95.6291;100.8312;100.5169;102.0751;94.0807;103.4775;103.4314
31.08.2004;95.9835;100.1149;99.6716;102.3487;93.81;102.9202;99.6515
30.09.2004;95.989;100.4153;99.9752;101.6884;93.459;103.3625;102.3985
31.10.2004;96.8889;100.4209;99.9828;102.3981;93.7092;103.521;100.2251
30.11.2004;96.9819;100.0678;99.6928;103.0006;93.3186;103.1587;99.1839
31.12.2004;96.8233;100.3156;99.887;102.5494;93.1634;103.4901;100.8284
31.01.2005;96.3739;100.5928;100.1744;102.6133;93.819;103.6071;101.2723
28.02.2005;96.5857;101.1621;100.8333;102.4031;93.3484;102.9238;106.9222
31.03.2005;96.822;101.0456;100.7872;102.5001;92.8339;102.4782;107.791
30.04.2005;97.6146;100.9112;100.6456;102.711;92.4019;102.4638;107.3448
31.05.2005;97.5177;100.6465;100.3682;102.4529;92.8876;102.4187;105.8055
30.06.2005;97.2985;100.9346;100.7163;102.4252;93.414;102.4635;106.84
31.07.2005;96.7662;99.9192;99.607;102.2734;93.1558;102.0545;102.0959
31.08.2005;96.9056;99.52;99.1469;102.1981;92.5469;101.9987;100.4819
30.09.2005;97.3296;99.4879;99.1239;101.9497;91.54;101.5907;102.7582
31.10.2005;98.1807;99.0151;98.6244;101.3218;91.5387;101.4553;100.7895
30.11.2005;97.9047;98.8364;98.4283;101.6508;91.3563;101.7648;99.1272
31.12.2005;97.7977;98.8039;98.3779;101.093;90.9302;101.4768;100.6617
31.01.2006;97.618;99.6523;99.3136;101.1023;91.3153;101.4078;105.2897
28.02.2006;97.9221;100.2957;100.0782;100.8505;92.014;100.619;109.7821
31.03.2006;97.8181;99.8227;99.4309;101.0741;91.417;101.2285;106.4812
30.04.2006;98.6485;99.794;99.4121;101.3111;91.225;101.5727;105.9765
31.05.2006;98.8458;99.858;99.5053;100.8466;91.3736;101.2712;107.3893
30.06.2006;98.8184;100.333;100.0238;101.1422;91.0101;101.4465;110.2835
31.07.2006;98.1448;100.0375;99.7198;101.0851;91.5763;101.2578;108.1928
31.08.2006;98.3128;100.322;99.984;101.0522;91.2298;100.946;109.7781
30.09.2006;98.1023;101.3818;101.2341;100.8697;91.3409;101.4153;115.8241
31.10.2006;98.4346;99.9387;99.6654;100.903;91.2637;101.4802;107.755
30.11.2006;98.392;99.4946;99.2107;100.6209;91.7278;101.4211;105.1344
31.12.2006;98.405;99.4386;99.0927;100.8659;90.6626;101.1237;105.9506
31.01.2007;97.7176;100.4207;100.1808;100.8488;92.1141;101.256;109.0272
28.02.2007;97.9109;100.316;100.0292;100.8336;91.5283;100.636;109.7704
31.03.2007;97.9872;99.788;99.4409;101.0338;91.2232;101.0759;106.3352
30.04.2007;99.0963;100.5517;100.2515;100.7761;91.6999;101.305;109.9489
31.05.2007;99.3281;100.0941;99.7895;100.8352;91.9988;101.0094;107.6673
30.06.2007;99.4418;100.6027;100.3504;100.4568;92.6525;100.9045;110.0211
31.07.2007;98.8518;100.2874;100.0685;100.7461;92.1309;100.6841;109.1544
31.08.2007;98.7413;100.4318;100.178;100.8075;92.2349;100.2918;109.5294
30.09.2007;98.8353;100.6385;100.3697;100.6024;92.1245;100.5041;111.3314
31.10.2007;99.6792;101.0371;100.8217;101.0325;92.3407;100.5073;112.2354
30.11.2007;100.1336;101.0002;100.7399;101.7869;92.7627;101.7191;109.7185
31.12.2007;100.3771;101.4545;101.2027;103.0136;92.8152;101.9165;110.5464
31.01.2008;100.0885;102.3679;102.1855;104.4435;92.9223;102.4629;112.9869
29.02.2008;100.2261;102.4123;102.2226;105.0884;94.0873;103.194;109.8486
31.03.2008;100.5651;102.5968;102.4175;105.6901;93.808;103.9764;109.5989
30.04.2008;101.3596;102.7348;102.5373;105.0205;94.1809;103.6181;110.5448
31.05.2008;102.1644;103.3517;103.2735;104.7592;95.3372;104.0385;112.6388
30.06.2008;102.3373;104.0041;103.9102;105.3345;95.702;103.8484;115.0294
31.07.2008;101.8913;104.0417;103.9663;105.4625;96.4698;104.957;113.7472
31.08.2008;101.6259;103.7859;103.7025;106.2964;96.3796;105.8209;109.6473
30.09.2008;101.7284;104.7471;104.5593;106.6677;97.33;105.3143;111.6253
31.10.2008;102.2689;104.999;104.8242;106.3082;97.259;105.6543;112.7873
30.11.2008;101.5878;104.4433;104.2579;106.8065;97.9021;105.9836;107.5793
31.12.2008;101.0807;104.578;104.5129;106.5209;97.4121;106.0657;110.1094
31.01.2009;100.2278;104.4563;104.2991;105.9555;97.2079;104.703;112.2434
28.02.2009;100.4641;104.7402;104.6447;106.0525;97.0372;104.5524;113.7738
31.03.2009;100.1385;104.4619;104.3567;106.5974;96.9664;104.754;111.746
30.04.2009;101.0213;104.0519;103.9467;106.5551;96.6023;104.5719;110.6634
31.05.2009;101.1824;103.8708;103.7251;106.3763;96.5945;104.2402;109.8863
30.06.2009;101.364;104.1931;104.0445;106.2621;97.3863;104.375;109.9176
31.07.2009;100.6913;103.8081;103.6818;106.3655;97.1669;104.0182;108.7343
31.08.2009;100.8028;102.8876;102.6778;106.736;96.286;103.0053;105.1357
30.09.2009;100.7899;103.2743;102.9846;106.8109;96.2859;103.2435;106.8303
31.10.2009;101.4163;102.0018;101.6515;105.6794;94.751;102.9287;104.4022
30.11.2009;101.6121;102.0175;101.5791;105.5616;95.0507;102.7241;104.0515
31.12.2009;101.3664;101.9892;101.6262;105.9635;94.6267;102.967;103.7657
31.01.2010;101.2538;102.6274;102.2789;105.1182;94.2049;102.6494;108.6822
28.02.2010;101.4012;103.0711;102.8059;105.8187;94.2634;103.2607;110.131
31.03.2010;101.5402;103.4293;103.2083;105.902;94.0591;103.1679;112.2502
30.04.2010;102.408;103.4845;103.2108;105.7797;94.6835;103.0009;111.9899
31.05.2010;102.3023;102.6803;102.3264;105.1035;94.8842;103.4993;107.4593
30.06.2010;101.8569;102.6615;102.4134;104.3324;94.5529;102.0235;110.535
31.07.2010;101.1127;102.1875;101.9331;105.0349;94.6946;102.3417;108.7213
31.08.2010;101.0986;102.4731;102.1542;104.4805;95.0251;102.4222;107.6492
30.09.2010;101.0752;102.2765;102.0004;105.0123;94.0619;101.9;109.3176
31.10.2010;101.613;101.1375;100.9789;104.8454;94.3254;101.7804;103.5882
30.11.2010;101.857;101.2794;100.9552;104.8826;94.5798;101.4993;103.3445
31.12.2010;101.8931;100.6995;100.4369;104.2555;93.9042;101.2056;102.8051
31.01.2011;101.5358;99.7026;99.4252;103.6939;91.7024;100.5209;102.6211
28.02.2011;101.9185;99.8186;99.5376;103.925;91.8997;100.6206;102.3094
31.03.2011;102.5599;100.1479;99.7234;103.8871;92.1291;100.5852;102.6502
30.04.2011;102.6731;99.3269;99.0154;102.7953;91.834;101.1684;100.1986
31.05.2011;102.6798;100.1143;99.6346;102.5143;93.1234;101.715;102.2695
30.06.2011;102.4317;100.507;100.074;103.3507;92.9749;101.6916;103.8451
31.07.2011;101.59;99.7336;99.1358;102.3415;92.2688;101.0552;100.9665
31.08.2011;101.293;99.1784;98.6143;101.9938;91.9985;100.7382;99.8515
30.09.2011;101.5662;98.1848;97.5786;101.489;91.4728;99.51;98.7548
31.10.2011;101.4987;97.8171;97.1348;101.8789;91.0119;99.4561;96.3362
30.11.2011;101.3215;96.6389;96.0238;100.4618;90.2109;97.959;94.9659
31.12.2011;101.1649;96.8767;96.3441;101.4346;90.7593;98.3005;93.6818
31.01.2012;100.7342;97.4584;96.6277;101.5057;90.8884;99.1202;95.1014
29.02.2012;101.018;97.7188;97.2094;101.3594;90.9777;98.4195;98.2278
31.03.2012;101.5812;98.1998;97.4353;101.5185;90.6958;98.3407;99.3476
30.04.2012;101.6571;97.6025;97.0203;101.8655;91.1983;98.0509;96.9878
31.05.2012;101.639;98.5401;97.8926;101.8955;91.5995;98.4927;100.1194
30.06.2012;101.3523;98.7423;98.2204;100.9853;91.7149;97.8177;103.7154
31.07.2012;100.8645;98.7617;98.3308;101.2675;91.3684;98.0149;103.5983
31.08.2012;100.8341;98.0994;97.4762;100.9144;91.077;97.7796;101.0325
30.09.2012;101.1483;97.9131;97.4648;100.4637;90.9019;97.7242;101.4646
31.10.2012;101.2732;98.2511;97.6556;100.0891;91.2547;97.8494;101.3919
30.11.2012;100.9412;97.4395;96.8217;100.1653;90.6028;97.9356;98.7628
31.12.2012;100.7254;97.6897;97.3301;101.1672;91.1327;98.0966;99.3389
31.01.2013;100.4625;98.4693;97.8296;100.7348;91.3956;98.025;101.571
28.02.2013;100.7593;98.1877;97.6812;100.3779;91.3432;98.2189;100.9927
31.03.2013;100.9782;98.6572;98.1183;100.7014;92.3497;98.0554;101.3498
30.04.2013;101.0122;98.5975;98.0521;100.2641;92.5939;98.2327;101.2384
31.05.2013;101.1233;99.3564;98.9841;101.5284;93.395;98.6729;104.261
30.06.2013;101.2227;99.7492;99.377;99.2528;93.3757;98.5809;108.1459
31.07.2013;100.8617;100.7256;100.4569;101.5692;93.501;99.2765;110.7293
31.08.2013;100.7891;99.6422;99.3268;100.3829;93.5357;98.9679;106.5232
30.09.2013;101.0923;99.988;99.7929;100.6987;94.0787;99.0794;108.3805
31.10.2013;101.0147;99.1386;98.7496;100.6266;92.0151;99.6794;105.1689
30.11.2013;101.0217;99.1208;98.787;100.5656;94.5658;99.4062;101.8187
31.12.2013;100.793;99.1726;98.8601;99.6207;94.2541;99.3297;103.1364
31.01.2014;100.5172;99.5418;99.2316;100.4845;94.2302;99.1753;104.1273
28.02.2014;100.6171;99.2574;98.9945;100.4596;93.8954;100.0541;102.2528
31.03.2014;100.981;99.9056;99.4761;100.9521;95.4052;100.959;100.8343
30.04.2014;101.0506;99.3262;99.0909;99.9879;94.6275;100.6033;100.8827
31.05.2014;101.3466;100.4288;100.1668;100.6692;96.0319;100.9813;103.7201
30.06.2014;101.2729;100.8827;100.7612;100.4623;95.8247;100.7688;107.5467
31.07.2014;100.8939;101.0005;100.8639;100.8085;96.3732;100.5755;106.6478
31.08.2014;100.8614;101.0769;100.9837;101.2858;96.0047;101.4136;106.0166
30.09.2014;101.0037;101.2435;101.2057;100.7429;95.5036;100.7586;109.9963
31.10.2014;101.0019;99.9554;99.6747;100.0749;93.6366;101.0182;104.5231
30.11.2014;100.9625;99.8022;99.4997;100.9947;94.8467;100.7646;101.5916
31.12.2014;100.462;99.3454;99.0738;100.4188;94.0091;101.2873;100.4051
31.01.2015;100.0294;99.8508;99.4266;101.095;94.8586;100.9704;100.6394
28.02.2015;99.7723;99.1967;98.7937;101.4478;93.8576;99.9211;100.084
31.03.2015;100.0978;98.872;98.4902;101.1739;93.6609;98.7662;99.5407
30.04.2015;99.9162;98.8186;98.4983;101.5487;93.1745;99.4471;100.3455
31.05.2015;100.1488;99.263;99.06;101.1776;94.5494;98.6246;102.3896
30.06.2015;100.2224;100.0732;99.9066;101.194;94.6098;99.343;104.925
31.07.2015;99.6065;99.5179;99.2741;99.9069;93.7148;99.2422;105.5362
31.08.2015;99.4468;99.9369;99.8117;101.38;95.3712;99.0162;104.5986
30.09.2015;99.5456;99.8917;99.8397;100.9029;94.2696;98.898;107.4329
31.10.2015;99.6284;99.3884;99.2107;100.9947;94.0815;98.8529;104.756
30.11.2015;99.5566;99.2352;99.0262;101.0821;94.6896;98.6199;101.9511
31.12.2015;99.1476;98.1263;97.977;100.0777;93.429;99.308;99.1819
31.01.2016;98.7624;98.4491;98.2149;101.0651;94.732;98.7108;98.1718
29.02.2016;98.9457;98.7931;98.5573;101.0679;94.5797;99.4681;99.3768
31.03.2016;99.2362;98.8081;98.6613;101.6797;94.315;99.2287;99.9623
30.04.2016;99.5645;98.8913;98.7227;100.883;94.5566;98.4203;101.5353
31.05.2016;99.7082;99.4739;99.2807;100.9204;94.0149;98.7775;104.0984
30.06.2016;99.8475;100.6955;100.6866;100.8666;95.5182;98.5756;108.904
31.07.2016;99.4044;100.7579;100.9159;99.5589;96.1644;98.3909;110.1812
31.08.2016;99.3045;101.2254;101.1341;101.7886;96.1226;98.109;109.0681
30.09.2016;99.3649;100.4957;100.5582;100.7538;95.828;97.9534;108.2703
31.10.2016;99.4164;100.2073;100.1322;101.384;96.0223;98.1497;105.9956
30.11.2016;99.2199;100.0004;99.8029;100.8262;96.0315;97.8791;104.8162
31.12.2016;99.1409;99.0279;99.1062;100.3354;94.4788;98.124;103.7433
31.01.2017;99.107;99.349;99.2436;100.675;94.5535;98.0176;103.7879
28.02.2017;99.5849;100.5949;100.6662;100.9966;94.9066;98.1977;109.6057
31.03.2017;99.7997;99.3825;99.2048;100.57;94.7816;98.1419;103.1517
30.04.2017;100.0004;98.8644;98.6848;101.2249;95.1715;97.9046;100.2831
31.05.2017;100.1862;100.1846;100.1113;101.0224;96.0677;98.4559;104.6251
30.06.2017;100.0444;100.1049;100.1652;100.8875;95.9669;98.153;105.8985
31.07.2017;99.7317;101.0639;100.9444;100.8766;96.9627;98.4133;107.6118
31.08.2017;99.764;100.8676;100.7746;100.7492;97.2308;98.7061;106.0626
30.09.2017;100.0128;100.8125;100.8113;99.7635;96.4127;98.428;109.2198
31.10.2017;100.0735;100.5871;100.6122;100.4201;95.7135;99.0129;108.5418
30.11.2017;100.0008;100.3325;100.3786;101.2011;96.3919;99.6836;104.9622
31.12.2017;99.9724;99.6495;99.7372;100.1923;95.8541;99.9721;102.5325
31.01.2018;99.8406;100.388;100.1678;100.9321;96.2423;99.085;104.1429
28.02.2018;100.2104;100.1847;100.1191;100.8479;95.7016;99.3851;104.5276
31.03.2018;100.5935;100.3177;100.2059;101.7517;95.9844;99.5162;103.769
30.04.2018;100.8036;100.2236;100.105;101.4649;95.9869;99.7369;103.6464
31.05.2018;101.1873;101.7707;101.7926;101.8454;97.5482;99.7578;108.5619
30.06.2018;101.1915;102.229;102.2761;101.2018;97.6389;99.7316;111.6542
31.07.2018;100.9587;102.5587;102.4406;101.5738;97.6359;99.7208;111.6611
31.08.2018;100.9423;101.9309;101.8736;100.9808;97.455;99.668;109.4631
30.09.2018;101.0024;102.3564;102.5082;101.4516;96.9063;99.8808;112.5268
31.10.2018;101.1809;102.2678;102.2998;102.2087;97.5612;100.2911;110.8598
30.11.2018;100.9228;101.6083;101.6635;101.9255;97.7088;99.7745;108.0425
31.12.2018;100.6637;101.1245;101.3453;101.6341;97.519;100.2442;106.5935
31.01.2019;100.3998;101.2391;101.2775;101.335;97.3943;99.8119;106.9713
28.02.2019;100.7902;101.6537;101.6317;101.9984;97.8054;99.8069;107.9628
31.03.2019;101.3269;101.3648;101.4087;102.0304;98.7543;100.0715;105.6296
30.04.2019;101.5173;101.4571;101.4231;101.6057;99.6588;100.1451;104.5922
31.05.2019;101.8291;101.9797;101.998;101.795;99.6624;99.5579;107.5951
30.06.2019;101.7989;102.3679;102.4657;101.7222;99.2498;99.7408;110.6786
31.07.2019;101.2735;102.1778;102.3746;101.805;98.2079;99.5109;110.8301
31.08.2019;101.2632;102.2628;102.3223;101.5588;98.9192;99.4085;110.6735
30.09.2019;101.1522;102.0102;102.0995;101.6761;98.5815;99.8214;109.7082
31.10.2019;100.9248;101.0133;101.0961;100.7491;98.1902;99.9939;106.4789
30.11.2019;100.7904;100.3776;100.2222;100.7428;97.9328;99.866;103.6976
31.12.2019;100.8205;100.4216;100.4741;100.7631;99.3685;100.4628;101.948
31.01.2020;100.6029;100.2553;100.1624;100.4665;99.5572;99.8227;101.1485
29.02.2020;100.7275;100.3282;100.3117;100.6993;98.8104;100.0289;102.0142
31.03.2020;100.8049;101.0264;100.9147;101.8916;100.7442;100.1497;101.1998
30.04.2020;100.4382;101.739;101.8141;102.2168;101.0581;100.9621;104.4083
31.05.2020;100.4803;102.375;102.4345;101.1841;101.321;100.6273;107.5124
30.06.2020;100.5012;103.3797;103.4989;101.3529;101.9633;100.5994;111.4932
31.07.2020;100.3419;102.872;102.8588;100.9411;101.2304;100.2835;110.1778
31.08.2020;100.3861;102.4328;102.5205;100.2653;101.6399;100.1411;108.6784
30.09.2020;100.3431;102.4832;102.5618;99.9198;101.3104;99.9447;110.0543
31.10.2020;100.3492;101.8032;101.8624;99.7053;101.2139;100.5211;107.1198
30.11.2020;100.1002;100.7576;100.7619;99.9419;100.8111;99.7109;103.4667
31.12.2020;100;100;100;100;100;100;100
31.01.2021;100.0553;99.9883;99.8155;99.6753;99.6699;99.9485;99.4655
28.02.2021;100.2198;99.8237;99.7516;100.3529;99.5793;100.2709;99.319
31.03.2021;100.5577;99.4905;99.4869;99.5424;99.5448;99.9886;98.5758
30.04.2021;100.7675;99.7449;99.6142;99.923;99.0776;99.6389;99.784
31.05.2021;101.0339;100.2662;100.2019;99.7951;100.2673;100.1482;100.8485
30.06.2021;101.1087;100.5002;100.4849;100.0028;98.1914;99.8737;104.3113
31.07.2021;101.023;100.7808;100.8427;99.9694;98.617;100.1977;104.697
31.08.2021;101.2711;101.2516;101.2736;100.0431;98.5416;100.0159;106.5529
30.09.2021;101.2887;100.7135;100.7589;99.9033;97.9467;100.0068;105.412
31.10.2021;101.5954;99.8108;99.7509;99.7913;97.9171;99.7759;102.3526
30.11.2021;101.6346;99.0919;99.0264;99.6915;98.3066;99.2805;99.1789
31.12.2021;101.5311;98.5889;98.6595;99.4228;98.1112;99.7185;97.2859
31.01.2022;101.705;98.4684;98.2757;98.8553;97.6257;99.8991;95.4589
28.02.2022;102.3754;98.7092;98.5515;100.6443;97.9994;99.9896;95.3399
31.03.2022;102.9572;99.534;99.1313;101.3961;98.5222;100.6484;95.3709
30.04.2022;103.3351;99.4939;99.3616;101.2073;98.609;100.2085;97.1348
31.05.2022;104.0068;101.3209;101.0698;101.6434;99.763;102.1144;99.7368
30.06.2022;104.5312;102.4047;102.3113;102.4075;99.735;102.0227;104.6054
31.07.2022;104.4916;102.6959;102.723;102.8849;99.784;102.6796;105.3628
31.08.2022;104.7671;103.7392;103.5796;103.2381;100.5592;103.6998;105.8999
30.09.2022;104.5831;103.6005;103.6432;104.0405;100.6995;104.6148;105.6958
31.10.2022;104.6392;103.9675;103.9279;105.1176;100.625;105.6079;105.6591
30.11.2022;104.6432;103.4535;103.4002;105.281;101.5315;105.94;101.7374
31.12.2022;104.4149;102.5719;102.6477;104.2531;100.6109;106.3985;99.3361
